egypt,[-0.02235034 -0.00533815 -0.00168405  0.01387815  0.01123642]
emma watson,[-0.01248666 -0.00560297  0.01516959 -0.00210546  0.01094594]
emotional,[ 0.04726234 -0.07122456 -0.01166718  0.02014461  0.00980409]
end of the world,[-0.02397875  0.01270397 -0.03001598  0.05294492  0.01288276]
england,[ 0.01622314 -0.03989681 -0.02318412 -0.00803017  0.00747284]
enigmatic,[0.09627088 0.05128153 0.04661233 0.07073389 0.03099002]
ennio morricone,[ 0.000827    0.00162716  0.00853899 -0.00221889  0.00833377]
enormously long battle scene,[-0.01105944 -0.01582057 -0.04235078 -0.00689226 -0.0044355 ]
ensemble cast,[ 0.0091693  -0.00291517 -0.01604907 -0.03914151 -0.02330664]
entertaining,[-0.03788723 -0.00449525 -0.08929916 -0.02721022 -0.03966719]
entirely dialogue,[ 0.01730182  0.02299881  0.01907909  0.00236992 -0.00673989]
environment,[-0.00110947 -0.00697047  0.01419861  0.02930161  0.01527369]
environmental,[-0.00942954 -0.01039465  0.00563158  0.01225759  0.01984365]
epic,[ 0.00286866 -0.01872903 -0.0471786   0.04293006 -0.00707124]
erotic,[ 0.00106834  0.02286197  0.05853655 -0.01848606  0.06858056]
espionage,[-0.01666662  0.00640251 -0.03616796 -0.02067201  0.04898952]
ethnic conflict,[ 0.02567764 -0.02762043  0.00080214 -0.01039509  0.01621448]
evolution,[-0.00914567  0.00111685  0.01191419  0.0143466   0.01045409]
excellent,[ 0.03394928 -0.02948616 -0.09436085 -0.02118784 -0.0175871 ]
excellent script,[ 0.05248952 -0.0222052  -0.06762582 -0.03140265 -0.03893754]
exceptional acting,[ 0.05114343 -0.00591088 -0.03542526 -0.03366922 -0.01465355]
exciting,[-0.02623298  0.01497761 -0.08999854  0.01711246  0.00259196]
existentialism,[ 0.03787723  0.03174546  0.04583301  0.08685562 -0.02195319]
explosions,[-0.03116449  0.0106052  -0.02546537 -0.00283089  0.00788134]
factual,[ 0.00552074 -0.03161883 -0.03447625 -0.02339721  0.04292181]
fairy tale,[-0.02378995 -0.03914259 -0.00353069  0.05333801 -0.00782322]
fairy tales,[-0.01540938 -0.0241737   0.00390464  0.0314861  -0.00162023]
fake documentary,[-0.00452232  0.00313744  0.02493003 -0.00639643  0.0080214 ]
family,[-0.05250604 -0.07644567 -0.02619479 -0.01712718 -0.02153118]
family bonds,[ 0.0020071  -0.03159389  0.00811542 -0.00333629  0.00221356]
family drama,"[-1.16056800e-05 -2.04755076e-02 -8.01903916e-04 -8.73914216e-03
 -4.55328771e-03]"
fantasy,[-0.05906664 -0.00012469 -0.01213759  0.07807173 -0.01955253]
fantasy world,[-0.03344407  0.00049571 -0.00167562  0.0537004  -0.02747083]
farce,[-0.00836417 -0.00313337  0.02337732 -0.0306802  -0.0264678 ]
fascism,[ 0.01235676 -0.00887858  0.00785788  0.0027363   0.02674902]
fashion,[-0.02130094 -0.02167217  0.01464288 -0.0191912   0.01488322]
fast paced,[-0.01808819  0.04189663 -0.11378576 -0.01530915 -0.03934431]
father daughter relationship,[ 0.00184021 -0.01986504  0.00741571 -0.01207307  0.01197985]
father son relationship,[-0.00665953 -0.01273089  0.00261655  0.00350523 -0.00899976]
father-son relationship,"[-1.52974452e-05 -1.81308635e-02 -5.71893021e-03  7.37457178e-03
 -1.47471898e-02]"
fbi,[-0.01233681  0.01811913 -0.01396635 -0.03371375  0.03432784]
feel good movie,[-0.01137385 -0.08561685 -0.01827847 -0.0153672  -0.03518952]
feel-good,[-0.00896241 -0.10489889 -0.01981655 -0.01515469 -0.04341681]
fight scenes,[-0.05718901  0.02551543 -0.05480828  0.02532664 -0.04282098]
fighting,[-0.03563477  0.00872063 -0.06340602  0.02224677 -0.04481705]
fighting the system,[ 0.04077684 -0.0187016  -0.02456029  0.003347   -0.01791763]
figure skating,[-0.01372049 -0.00623573  0.01639536 -0.00486161  0.01260754]
film noir,[ 0.01839128  0.02572682  0.00257359 -0.01186819  0.01984178]
finnish,[ 0.00109389 -0.01044492  0.03345567  0.0035521   0.01112638]
firefly,[-0.00366708  0.00340635  0.00965138  0.00846139 -0.00927381]
first contact,[-0.04326415  0.02316502 -0.01646455  0.05608116  0.03452823]
fish,[-0.01712861 -0.01147041  0.00997132  0.00103228  0.00125719]
flashbacks,[ 0.00977308  0.00402175 -0.00072187 -0.00268985  0.00993187]
food,[-0.00719663 -0.0091163   0.01558656 -0.00193898  0.009874  ]
football,[-0.01480882 -0.01287746  0.01253094 -0.01281032  0.00486778]
forceful,[ 0.07380936  0.00338378 -0.06544892 -0.0134458  -0.00709387]
foreign,[ 0.05400884 -0.02672007  0.02008153  0.03421645  0.02032021]
foul language,[ 0.00364457  0.00545735 -0.02377198 -0.05498601 -0.06573858]
fountain of youth,[-0.01218792 -0.003227    0.01393737  0.01190623  0.0109523 ]
france,[ 0.00739116 -0.02147458  0.01000322  0.01309009  0.03192563]
franchise,[-0.08761203  0.03764302 -0.03445656  0.02521551 -0.02595157]
francis ford copolla,[ 0.00825769  0.00096626  0.00862756 -0.000182    0.01189524]
free speech,[-0.00154865  0.00325824  0.01696477 -0.01762164  0.00316392]
free to download,"[1.42173179e-02 9.11174697e-05 2.52129862e-02 1.48248328e-02
 1.14668073e-02]"
freedom,[ 0.01097145 -0.02058105 -0.01610697 -0.00425747  0.01504201]
french,[ 0.01920361 -0.01166487  0.03481867  0.02044004  0.03117932]
friendship,[ 0.02936971 -0.08577158 -0.01317346 -0.01394823 -0.07963982]
frightening,[ 0.00052279  0.0410608  -0.000815   -0.00016161  0.01451774]
fun,[-0.07298567 -0.02212404 -0.02858231 -0.01008595 -0.10175805]
fun movie,[-0.07065818 -0.03550645 -0.04241138 -0.03658576 -0.10495317]
funniest movies,[-0.01934506 -0.00106578  0.02018236 -0.03570852 -0.08022271]
funny,[-0.04402836 -0.03937485  0.02082889 -0.07002234 -0.1746246 ]
funny as hell,[-0.01779905  0.00630498  0.02178184 -0.04221196 -0.09598174]
future,[-0.02919524  0.02454064 -0.02971722  0.08234985 -0.00228718]
futuristic,[-0.02776572  0.03868422 -0.04530928  0.10193225 -0.00593253]
gambling,[-0.00483894 -0.00224541  0.0085228  -0.01374805  0.00606836]
gangs,[ 0.01307837  0.01133122 -0.00737117 -0.03997794 -0.04036708]
gangster,[ 0.02266403  0.0299483  -0.01086925 -0.05169499 -0.02921505]
gangsters,[ 0.01445541  0.03873491 -0.0054938  -0.07155075 -0.03195053]
gay,[ 0.0004865  -0.02077546  0.03846109 -0.03978477  0.00837671]
gay character,[ 0.00670922 -0.0239222   0.03667028 -0.04308495 -0.00471106]
geek,[-0.01895201 -0.00375552  0.0147717  -0.0124698  -0.03038082]
geeks,[-0.02566593 -0.00723444  0.0212195  -0.02486013 -0.02619779]
genetics,[-0.02172238  0.00926322 -0.00054274  0.02432728  0.01184256]
genius,[ 0.00424456 -0.00072554  0.00666203  0.005693   -0.01250425]
genocide,[ 0.00215993 -0.02049785 -0.01184482 -0.00623395  0.02895527]
george orwell,[-0.00636415  0.00147629  0.01735049  0.00354943  0.01357297]
german,[ 0.01974558 -0.01771879  0.00325697  0.00493008  0.02565869]
germany,[ 0.00659665 -0.02155999 -0.00246611 -0.00380345  0.03045316]
ghosts,[-0.01903501  0.02232212  0.01358189  0.00931682  0.01475353]
ghosts/afterlife,[-0.01866032  0.00208919  0.00133188  0.01080302  0.01116446]
giant robots,[-0.0222025   0.00618179 -0.00676332  0.04873135 -0.00640634]
gilliam,[-0.00344399  0.00593559  0.01884116  0.01558819 -0.00304592]
girlie movie,[-0.0521675  -0.09445154  0.00431876 -0.05402561  0.03230446]
glbt,[ 0.00983514 -0.01807173  0.04107353 -0.01496033  0.02063585]
global warming,[-0.01879221 -0.00467623 -0.00073948  0.00481447  0.0240979 ]
god,[-0.02099301  0.00423164  0.01266419  0.04890395  0.01418374]
golden palm,[ 0.10001164  0.01393878  0.06488119  0.03318075 -0.012525  ]
golf,"[-1.50686152e-02 -8.13108735e-03  1.05385132e-02 -9.68891769e-03
  3.36971280e-05]"
good,[-0.00857188 -0.04458267 -0.12289914 -0.02819635 -0.02821732]
good acting,[ 0.06513281 -0.02414752 -0.09998701 -0.0115533  -0.00713259]
good action,[-0.06237026  0.02244477 -0.09199815 -0.00640721 -0.03194696]
good dialogue,[ 0.00375372  0.00796228 -0.00661982 -0.02162649 -0.02883709]
good music,[ 0.02208446 -0.0213264  -0.01172149  0.00349268 -0.03232348]
good romantic comedies,[-0.02647066 -0.04201707  0.01526303 -0.0189113   0.0285378 ]
good sequel,[-0.03486969  0.00588273 -0.00906745  0.01127486 -0.00808042]
good soundtrack,[ 0.04294698  0.00896987 -0.00450558 -0.03747049 -0.08634304]
good story,"[-6.11865280e-03 -1.49881470e-02 -3.66840630e-02  1.67042464e-02
  2.73951029e-05]"
good versus evil,[-0.02179137 -0.01039989 -0.04627796  0.05243774 -0.03084527]
goofy,[-0.05409046  0.02447651  0.01630585 -0.03678718 -0.15576276]
gore,[-0.0153664   0.05432626  0.01161642 -0.012927   -0.01051916]
goretastic,[-0.01274796  0.0372905   0.0247585  -0.01663346 -0.00726967]
gory,[ 0.0023335   0.08579832 -0.00789138 -0.01743112 -0.03460282]
goth,[-0.01534599  0.02995124  0.02298969 -0.0053925  -0.01115571]
gothic,[-0.014397    0.03303403  0.01481802  0.0056257   0.00549339]
graphic design,[-0.01059598 -0.00870995 -0.0034352   0.01397905  0.01954169]
graphic novel,[-0.01261287  0.04189185 -0.00436746 -0.00500685 -0.01106353]
gratuitous violence,[ 0.01072515  0.05495166 -0.00788801 -0.03874299 -0.02355299]
great,[ 0.01663003 -0.03989792 -0.07319847  0.00160046 -0.07198467]
great acting,[ 0.08466892 -0.02217438 -0.08201595 -0.03967968 -0.02416533]
great cinematography,[ 0.04103823  0.00200205 -0.02023683  0.047654    0.00404899]
great dialogue,[ 0.02810378  0.00781925 -0.01420732 -0.02195746 -0.05298393]
great ending,[ 0.01635144  0.0288077  -0.06501554 -0.00330181 -0.0161547 ]
great movie,[ 0.03778871 -0.02339883 -0.11702752 -0.0189432  -0.10600507]
great music,[ 0.01311764 -0.00934615  0.00424704 -0.00523502 -0.03520676]
great soundtrack,[ 0.02665916 -0.00347225 -0.01602796 -0.00771534 -0.07190211]
greed,[ 0.05653388  0.00943468 -0.05005372 -0.01804208  0.02635919]
grim,[ 0.07769838  0.04791258 -0.00416631  0.00373029 -0.02479053]
grindhouse,[ 0.00768131  0.05790793  0.04439846 -0.00706641 -0.02125408]
gritty,[ 0.04094032  0.02581914 -0.02204299 -0.04506548 -0.02149145]
gross-out,[-0.02054453  0.00206858  0.02223034 -0.01875043 -0.01179404]
gruesome,[-0.00470757  0.06463387  0.01735725 -0.01457345 -0.00211   ]
guilt,[ 0.04097924  0.01745789  0.00244096 -0.03279741  0.06130424]
guilty pleasure,[-0.03699764 -0.00836677  0.00946187 -0.01909604  0.01024904]
gulf war,[-0.00795695 -0.00621607  0.00681429 -0.00939534  0.01791779]
gunfight,[ 0.04113891  0.03049433 -0.04906884 -0.02149058 -0.05918284]
guns,[ 0.0032774   0.03139842 -0.04130579 -0.03658839 -0.01783867]
gypsy accent,[-0.00732935  0.00190564  0.0152485  -0.01118275 -0.00280723]
hackers,[-0.01691856  0.00216273  0.00020741  0.00271317  0.02083567]
hacking,[-0.01486017  0.00493157 -0.00224359 -0.00222281  0.02156598]
halloween,[-0.01772325  0.01559801  0.01900811 -0.00653845  0.00289281]
hallucinatory,[0.0146745  0.03402069 0.04502254 0.03551308 0.00761125]
handycam,[-0.01176542  0.00534991  0.01670185 -0.00075491  0.01321662]
hannibal lecter,[-0.01088896 -0.00095265  0.01449044 -0.00569475  0.01408702]
happy ending,[-0.0341266  -0.06910419 -0.03500439 -0.01369612  0.01511484]
hard to watch,[ 0.00382038  0.01071519  0.02520998 -0.03079099  0.02432646]
harry potter,[-0.01382215 -0.00516715  0.01310087  0.00062995  0.00969072]
harsh,[ 0.06440086  0.0253186   0.00641099  0.00229596 -0.02499819]
haunted house,[-0.01555187  0.02431708  0.01825453 -0.00213512  0.01261362]
hawaii,[-0.01956868 -0.0154458   0.01146142 -0.00801167  0.01576697]
heartbreaking,[ 0.0436928  -0.0576976   0.00042136  0.00078551  0.00395827]
heartwarming,[ 0.01314809 -0.10163749 -0.01803222  0.01813352 -0.03214516]
heist,[-0.00036954  0.02066008 -0.0280651  -0.04038711  0.01523736]
heroin,[ 0.00132807  0.00622025  0.02091087 -0.01290751  0.00153529]
heroine,[-0.00523924 -0.00645556  0.01681221 -0.00087026  0.00934719]
heroine in tight suit,[-0.02529827  0.00128284  0.00733026  0.00281331  0.01353064]
high fantasy,[-0.02635912 -0.00086946 -0.0091426   0.03612805 -0.00930197]
high school,[-0.0369765  -0.01896657  0.03909594 -0.05508275 -0.03132366]
highly quotable,[ 0.0345674   0.01999499 -0.03403336 -0.03205072 -0.11626308]
hilarious,[-0.02821594 -0.0054704   0.02407673 -0.06211893 -0.15131351]
hillarious,[-0.01482807  0.00065818  0.01904351 -0.01510356 -0.02864442]
hip hop,[-0.02078668 -0.01127221  0.03407974 -0.03220359  0.00127721]
historical,[ 0.02158274 -0.05535028 -0.0553423   0.0005392   0.04188826]
history,[ 0.01844143 -0.04911455 -0.0457343  -0.00320413  0.03959382]
hit men,[ 0.01516886  0.04132667 -0.00870055 -0.04054013 -0.01308805]
hitchcock,[ 0.00274448  0.01387487  0.0043425  -0.01194334  0.04007285]
hitman,[ 0.01717301  0.04214485 -0.01879992 -0.04394707 -0.0189758 ]
holiday,"[-1.59227025e-02 -1.92587082e-02  1.11176907e-02 -3.28256101e-05
 -1.92125184e-03]"
hollywood,[-0.00344449 -0.00481723  0.00413396 -0.0092191   0.01089374]
holocaust,[ 0.00011392 -0.0168645   0.0058543  -0.00920666  0.02633161]
homeless,[ 0.00024452 -0.01418106  0.01928811 -0.00840119  0.00124397]
homophobia,[ 0.00417311 -0.01477416  0.02316105 -0.02296155  0.00725602]
homosexuality,[ 0.00379565 -0.01112339  0.03149339 -0.0179819   0.01279101]
honest,[ 0.04530627 -0.04620439 -0.01797824 -0.03682909 -0.04696545]
hong kong,[-0.01141216  0.00142409  0.01057104  0.00285547  0.00075675]
horrible,[-0.07829735  0.02194396  0.02260621 -0.00879641  0.04383581]
horror,[-0.03720904  0.1165101   0.02768623 -0.00080655  0.0014583 ]
horses,[-0.0128329  -0.0130548   0.0089993   0.0006685   0.01224472]
hospital,[ 0.03114175 -0.00126764  0.00954218  0.0009495  -0.00102648]
hostage,[-0.00740636  0.0100372  -0.00450679 -0.02665946  0.02001309]
hotel,[ 0.03192768  0.00634986  0.01983678 -0.00335856  0.00967932]
humanity,[ 0.01821511 -0.01212954 -0.00903181  0.06916203  0.01855285]
humor,[-0.01461365 -0.00106723 -0.01326341 -0.02854327 -0.13898315]
humorous,[-0.0165041  -0.01044717  0.01566117 -0.02962918 -0.1622214 ]
hunting,[-0.00512832  0.00761309 -0.01440397 -0.0085923   0.0080513 ]
idealism,[ 0.05747793 -0.06441901 -0.04065102  0.01483315  0.01857065]
identity,[ 0.02772781  0.01706333 -0.0144987  -0.00302934  0.03968687]
idiotic,[-0.06753147  0.02587436  0.02378643 -0.02885318 -0.00481519]
imaginary friend,[-0.00673552 -0.00091699  0.01441898 -0.00114704  0.00693114]
imagination,[ 0.0259941   0.00755996 -0.00585752  0.11719342 -0.01949508]
imdb top 250,[ 0.08406043  0.00221537 -0.06444809  0.02771236 -0.07976144]
immigrants,[ 0.00220795 -0.01456181  0.02004109 -0.00888348  0.00707329]
immortality,[-0.01984457  0.00820691  0.00047441  0.05303843 -0.00662696]
incest,[ 0.00355458  0.00944951  0.02740592 -0.00746791  0.01446055]
independent film,[ 0.04432593 -0.00316372  0.05792549 -0.02283263 -0.04769034]
india,[-0.00776873 -0.01123899  0.0132489   0.00241384  0.01114376]
indiana jones,[-0.01528734 -0.00349554  0.01005068  0.00131964  0.00764951]
indians,[-0.00276733 -0.03393015 -0.00551547  0.00386036  0.00639943]
indie,[ 0.03764251 -0.00702164  0.06289524 -0.01385298 -0.03331257]
infidelity,[ 0.00825422 -0.00665771  0.0254633  -0.02144122  0.0365075 ]
innocence lost,[ 0.0188969  -0.01068526  0.01645304  0.00282221  0.00635661]
insanity,[ 0.05276319  0.07163003  0.01900982 -0.00229072 -0.01719661]
inspirational,[-0.00491404 -0.04587191 -0.01783517  0.00739696 -0.01329832]
inspiring,[ 0.00863239 -0.04916959 -0.03205751  0.01085215 -0.01802009]
intellectual,[0.04198569 0.00689121 0.01589043 0.02893003 0.00891099]
intelligent,[ 0.03833671  0.00888532 -0.0351864  -0.01111384  0.01272753]
intelligent sci-fi,[-0.01274436  0.00505759  0.00341251  0.02937472  0.01279633]
intense,[ 0.039419    0.04324245 -0.11374542 -0.03784372  0.00971845]
interesting,[ 0.07592769  0.0193793  -0.08352232 -0.02290998 -0.01008217]
internet,[-0.02499643  0.00308259 -0.01022416 -0.01664467  0.04494671]
interracial romance,[-0.00030204 -0.04162842  0.01967097 -0.02437209  0.04173942]
intimate,[ 0.1016478  -0.02244217  0.10082713  0.02990333  0.04139569]
investigation,[ 0.02639571  0.04291173 -0.0451214  -0.04828731  0.0714044 ]
iran,[-0.00585862 -0.00694705  0.01854717 -0.00234454  0.01716867]
iraq,[-0.00672585 -0.00744455  0.00503167 -0.01307364  0.02221127]
iraq war,[-0.00909386 -0.00665433  0.01077885 -0.01000099  0.02011349]
ireland,[ 0.00390343 -0.02558391  0.00115062 -0.00668212  0.0099273 ]
irish,[-0.00297997 -0.01573043  0.00724499 -0.01233501  0.00828496]
irish accent,[-0.00081385 -0.01513413 -0.02147745 -0.00852073  0.01110947]
ironic,[ 0.04443176  0.02734696  0.03426167 -0.00296039 -0.02805094]
irreverent,[ 0.02208825  0.01704182  0.03858219 -0.01274672 -0.07353226]
islam,[ 0.00527207 -0.02519933 -0.00587773 -0.01520917  0.04032865]
island,[-0.02235954 -0.0178755  -0.02063067  0.0283777   0.01022289]
isolation,[0.01586147 0.01545169 0.02555711 0.02934803 0.00943512]
israel,[-0.00401368 -0.0112459   0.0078543  -0.0126252   0.0328418 ]
italian,[-0.00241523 -0.00464268  0.02091928  0.00086988  0.01074842]
italy,[ 0.0047485  -0.01109466  0.01807909  0.00530065  0.01577466]
james bond,[-0.01317145 -0.0026152   0.0112438  -0.00496615  0.01217971]
jane austen,[-0.01494188 -0.00956414  0.0190502  -0.00610314  0.01487162]
japan,[0.01351553 0.00243576 0.02593754 0.03974923 0.00122465]
japanese,[ 0.00430362 -0.00132296  0.01819245  0.02374097  0.00515587]
jay and silent bob,[-0.01208832 -0.00191501  0.01826744 -0.00718304  0.00039465]
jazz,[-0.00551838 -0.0099413   0.01721348 -0.00701012  0.00340307]
jesus,[-0.00856574 -0.00921868  0.00433975  0.0215899   0.0058821 ]
jewish,[ 0.00330496 -0.02431986  0.01143754 -0.01164632  0.01838238]
jews,[ 0.00561972 -0.025613   -0.00060824 -0.01132285  0.02931486]
journalism,[ 0.01231671 -0.00503211  0.00134854 -0.02633143  0.02299308]
judaism,[ 0.00683824 -0.01572338  0.02138876 -0.00906971  0.0231309 ]
jungle,[-0.02801733 -0.01614378 -0.01109118  0.00791246  0.00701943]
justice,[ 0.01358305  0.00237741 -0.07165796 -0.04628951  0.00814469]
kick-butt women,[-0.0134716   0.00698866  0.01518585 -0.00701889  0.00286308]
kidnapping,[-0.00577961  0.04384827 -0.01600778 -0.04209511  0.04206897]
kids,[-0.0393107  -0.04846729 -0.01303018  0.01524515 -0.04230146]
kids and family,[-0.03217639 -0.04979009 -0.01141934  0.01690865 -0.02747206]
king arthur,[-0.01211151 -0.00628134  0.01106413  0.00467038  0.00961038]
kubrick,[-0.00161294  0.00402028  0.01677515  0.0031442   0.01120429]
kung fu,[-0.02366911  0.0097237   0.00161555  0.00947919 -0.01772267]
kurosawa,[-0.00573023 -0.00255918  0.01826959  0.00461307  0.00832705]
lame,[-0.07047596  0.01104871  0.01266153 -0.01390871  0.00337006]
las vegas,[-0.02081738 -0.00246665  0.01018159 -0.01484394  0.0052615 ]
latin america,[-0.00228644 -0.01338391  0.00897057 -0.00693651  0.02066875]
lawyer,[ 0.00113847 -0.01247227 -0.03265713 -0.05463859  0.05772915]
lawyers,[-0.00188221 -0.00869472 -0.02101128 -0.0475752   0.0514463 ]
lesbian,[ 0.00183927 -0.00778835  0.03816578 -0.02158933  0.02203396]
life,[ 0.03967365 -0.0550942   0.02152234  0.01808419 -0.03874608]
life & death,[ 0.04065274 -0.00465647  0.01725182  0.06222503 -0.01265991]
life philosophy,[ 0.00830826 -0.02327574  0.0262752   0.01681448 -0.01197908]
light,[ 0.01370475 -0.03539964 -0.02437239  0.02037604 -0.03423975]
lions,[-0.01573739 -0.01422046  0.00299065 -0.00016832  0.00444116]
literary adaptation,[ 0.0098789  -0.01108199  0.00533263  0.00911311  0.01776402]
literature,[ 0.02301044 -0.04688528 -0.01753078  0.01989182  0.00138152]
liv tyler,[-0.01478573 -0.00346868  0.00845444  0.00134752  0.00808935]
london,[ 0.00025508 -0.02037233 -0.0060818  -0.0141469   0.01596183]
lone hero,[-0.03799395  0.0120952  -0.02436677 -0.00374989 -0.00618976]
loneliness,[ 0.08898137 -0.01072282  0.07587967  0.04903759 -0.02712287]
long,[ 0.0208941  -0.01321116 -0.0206803   0.02259748  0.00613634]
los angeles,[-0.00258203  0.01226914  0.00233469 -0.03023579 -0.00589588]
love,[ 0.02940848 -0.08342524  0.02045905  0.0197942  -0.00025934]
love story,[-0.00130723 -0.10221356 -0.01947648  0.0341941   0.03632494]
love triangles,[ 0.00785003 -0.01753868  0.02074391  0.00387372  0.02594019]
low budget,[-0.000711    0.0617649   0.03111963  0.01689463 -0.02846612]
lynch,[0.00610041 0.02414437 0.03731141 0.0187594  0.01785596]
lyrical,[ 0.02365848 -0.01181079  0.04826735  0.03072453  0.00595965]
macabre,[ 0.03559396  0.0590815   0.02105957  0.00884683 -0.01654828]
mad scientist,[-0.03018319  0.0338686   0.01183442  0.03043208 -0.01607837]
made for tv,[-0.00611782 -0.00264935  0.00757447  0.00155219  0.01313191]
mafia,[-0.0038308   0.01993073  0.00126425 -0.03943702 -0.0055131 ]
magic,[-0.03704916 -0.02189991 -0.0057002   0.04766284 -0.01012061]
magic realism,[ 0.00013007 -0.01728754  0.02127666  0.02808954  0.00291493]
male nudity,[ 0.02138739  0.01672524  0.05689104 -0.02992726  0.00754482]
man versus machine,[-0.01610432  0.00393451 -0.00336655  0.02053422  0.00547579]
manipulation,[ 0.04008229  0.0054861  -0.04116379 -0.05520813  0.0646541 ]
marijuana,[-0.00398509  0.0066612   0.02553777 -0.02375803 -0.0162866 ]
marriage,[ 0.01344364 -0.04364349  0.03348526 -0.01507812  0.04473683]
mars,[-0.02663871  0.01209339 -0.01161032  0.04696565  0.01757645]
martial arts,[-0.02592314  0.00840605  0.00022429  0.00722682 -0.00959492]
marvel,[-0.02290428  0.00081774  0.00036439  0.01009058  0.00034119]
marx brothers,[-0.00987811 -0.00382701  0.01785564 -0.00375989  0.00757427]
masterpiece,[ 0.08621451  0.02579387 -0.00739666  0.06907923 -0.04379581]
math,[-0.00689852 -0.00924218  0.00394631 -0.00217462  0.01144097]
mathematics,[-0.00944811 -0.00544352  0.0095193   0.00167694  0.0148024 ]
maze,[0.00404514 0.01757221 0.00680427 0.01830319 0.01260937]
medieval,[-0.01401286 -0.01140654 -0.00948449  0.03049961  0.00267288]
meditative,[0.05484216 0.01084667 0.07447643 0.08579886 0.01743184]
melancholic,[ 0.07686004 -0.0020314   0.07968408  0.05281303 -0.01097341]
melancholy,[ 0.09005055 -0.00446687  0.04942834  0.06782334 -0.0289953 ]
memory,[ 0.00283271  0.00393432 -0.00110909  0.0470341   0.01468357]
memory loss,[ 0.00038334 -0.00231425 -0.01735727  0.01613965  0.01769875]
mental hospital,[-0.00340534 -0.0011279   0.01576252 -0.00504903  0.00987396]
mental illness,[ 0.04432397  0.00933122  0.02227423 -0.01588875 -0.01198146]
mentor,[ 0.00067999 -0.0358838  -0.05325026 -0.0230885  -0.02935395]
metaphysics,[0.00150607 0.01100995 0.01756469 0.0326903  0.01137385]
mexico,[-0.00520735 -0.00131973  0.01129461 -0.01145914  0.0061794 ]
middle east,[-0.00296685 -0.01000242  0.00524733 -0.00952126  0.02572714]
midlife crisis,[-0.00458156 -0.00890372  0.02527767 -0.00650773 -0.00173297]
military,[-0.01083759 -0.01161194 -0.02508319 -0.00596632  0.02619823]
mindfuck,[0.01319374 0.05498972 0.00417252 0.02512056 0.02028885]
mining,[-0.00553779 -0.01136996  0.00785185  0.00218529  0.00853991]
minnesota,[-0.00800979 -0.00352277  0.01823641 -0.00814709  0.00504096]
mission from god,[-0.00165928  0.00189401  0.004569   -0.00091541 -0.00782234]
mistaken identity,[-0.00327092 -0.00595424  0.01164557 -0.00846963  0.01989751]
miyazaki,[-0.0101474  -0.00461864  0.01712079  0.00265615  0.00871191]
mob,[ 0.02203943  0.03586438 -0.01654035 -0.05938371 -0.02105681]
mockumentary,[-0.00811087  0.00378969  0.02554097 -0.01149586  0.00013648]
modern fantasy,[ 0.00112328 -0.00637081 -0.00170515  0.03905115 -0.02047635]
money,[-0.00557898  0.00383182  0.00714208 -0.02396766  0.01551585]
monkey,[-0.01416605 -0.00295745  0.01187496  0.00609752  0.00673768]
monster,[-0.03049607  0.04791551  0.00106821  0.03790366 -0.02551948]
monsters,[-0.03217179  0.02104873  0.00053087  0.03183491 -0.02066375]
monty python,[-0.01026588 -0.00154239  0.0182451  -0.00275108  0.00155084]
moody,[0.03063388 0.03023421 0.01634287 0.00677082 0.01557807]
moon,[-0.01151497 -0.00415863  0.00695177  0.02071568  0.00924566]
moral ambiguity,[ 0.04215031  0.0217596  -0.05891763 -0.04806563 -0.00202964]
morality,[ 0.03999167 -0.01029724 -0.03212562 -0.02233129  0.0136512 ]
mother daughter relationship,[-0.0045269  -0.01565545  0.02197977 -0.0108889   0.01454874]
mother-son relationship,[ 0.00460237 -0.00073239  0.01747039 -0.00384317  0.00436701]
motorcycle,[-0.02166951  0.00970855 -0.00607694  0.00592713 -0.01820392]
mountain climbing,[-0.01322038 -0.00443676  0.0114756  -0.00254882  0.0148991 ]
movie business,[ 0.00622275 -0.00204957  0.01584602 -0.0100995   0.00543785]
movielens top pick,[ 0.0738548  -0.02067682 -0.00923573  0.01102379 -0.03361263]
moving,[ 0.00229899 -0.02975557  0.00119898  0.00663021  0.00616423]
mozart,[ 0.00331537 -0.01096761  0.01370151  0.01182384  0.00314367]
mtv,[-0.01294945 -0.00038065  0.02204385 -0.01081975  0.00152702]
multiple storylines,[ 0.00564397  0.01060909  0.024861   -0.01395464 -0.01421106]
mummy,[-0.01664181  0.00047823  0.01300716  0.00131085  0.00635891]
muppets,[-0.01943129 -0.00431441  0.01430786  0.00342774  0.00328891]
murder,[ 0.02772962  0.0953897  -0.08295745 -0.08051807  0.05672765]
murder mystery,[ 0.01912676  0.02873088 -0.01779087 -0.0387311   0.07664633]
music,"[ 9.71421866e-05 -2.25713603e-02  2.79319309e-02  9.00797920e-03
 -1.79457241e-02]"
music business,[-0.00978481 -0.00911235  0.02339557 -0.01298013 -0.00417556]
musical,[-0.01031404 -0.03668579  0.02591873  0.00520799 -0.01100254]
musicians,[-0.00143115 -0.01904644  0.02874795 -0.01185107 -0.00813972]
mutants,[-0.03554206  0.02059847 -0.00579712  0.02655195 -0.01391009]
mystery,[ 0.01527923  0.05579489 -0.03043023 -0.00416158  0.07426369]
mythology,[-0.02861884  0.00462108 -0.03889626  0.08726259 -0.02608973]
narrated,[ 0.07804281  0.00845206 -0.01324517  0.00909152 -0.04820932]
